,transfer_year,player_name,team_left,league_left,joined_team,joined_league,fee_in_pounds,transfermarkt_val,position,birth_year,transfer_age
416,1998,Steffen Baumgart,Hansa Rostock,Bundesliga,VfL Wolfsburg,Bundesliga,450000.0,-1,Forward,1972,26
419,1998,Mitko Stojkovski,Real Oviedo,LaLiga,VfB Stuttgart,Bundesliga,450000.0,-1,Midfielder,1973,25
429,1998,Marco Walker,1860 Munich,Bundesliga,TeBe Berlin,2. Bundesliga,383000.0,-1,Defender,1970,28
430,1998,Besnik Hasi,1860 Munich,Bundesliga,KRC Genk,Jupiler Pro League,383000.0,-1,Midfielder,1972,26
433,1998,Dirk Weetendorf,Hamburger SV,Bundesliga,Werder Bremen,Bundesliga,360000.0,-1,Forward,1972,26
436,1998,Michael Wagner,Rapid Vienna,Bundesliga,Austria Vienna,Bundesliga,329000.0,-1,Midfielder,1976,22
439,1998,André Hofschneider,1860 Munich,Bundesliga,Arm. Bielefeld,2. Bundesliga,315000.0,-1,Midfielder,1970,28
441,1998,Andreas Zeyer,Hamburger SV,Bundesliga,Karlsruher SC,2. Bundesliga,315000.0,-1,Midfielder,1968,30
445,1998,Neil Ruddock,Liverpool,Premier League,West Ham,Premier League,315000.0,-1,Defender,1968,30
447,1998,Colin Calderwood,Spurs,Premier League,Aston Villa,Premier League,297000.0,-1,Defender,1965,33
448,1998,Michael Molata,Hamburger SV,Bundesliga,Karlsruher SC,2. Bundesliga,293000.0,-1,Defender,1973,25
450,1998,Jörg Böhme,1860 Munich,Bundesliga,Arm. Bielefeld,2. Bundesliga,270000.0,-1,Midfield,1974,24
451,1998,Scot Gemmill,Nottm Forest,Premier League,Everton,Premier League,270000.0,-1,Midfielder,1971,27
453,1998,Christian Fährmann,Hertha BSC,Bundesliga,Karlsruher SC,2. Bundesliga,270000.0,-1,Midfielder,1975,23
454,1998,Jens Keller,VfL Wolfsburg,Bundesliga,VfB Stuttgart,Bundesliga,270000.0,-1,Defender,1971,27
459,1998,Richard Golz,Hamburger SV,Bundesliga,SC Freiburg,Bundesliga,221000.0,-1,Goalkeeper,1968,30
460,2000,Luís Figo,FC Barcelona,LaLiga,Real Madrid,LaLiga,54000000.0,-1,Defender,1973,27
461,2000,Hernán Crespo,AC Parma,Serie A,Lazio,Serie A,51000000.0,-1,Forward,1975,25
462,2000,Marc Overmars,Arsenal,Premier League,FC Barcelona,LaLiga,36000000.0,-1,Forward,1973,27
463,2000,Gabriel Batistuta,Fiorentina,Serie A,AS Roma,Serie A,32000000.0,-1,Forward,1969,31
464,2000,Nicolas Anelka,Real Madrid,LaLiga,Paris SG,Ligue 1,31000000.0,-1,Forward,1979,21
465,2000,Rio Ferdinand,West Ham,Premier League,Leeds,Premier League,23000000.0,-1,Defender,1979,21
466,2000,Savo Milosevic,Real Zaragoza,LaLiga,AC Parma,Serie A,22000000.0,-1,Forward,1973,27
467,2000,Flávio Conceição,Dep. La Coruña,LaLiga,Real Madrid,LaLiga,22000000.0,-1,Midfielder,1974,26
468,2000,David Trézéguet,Monaco,Ligue 1,Juventus,Serie A,20000000.0,-1,Forward,1978,22
469,2000,Claudio López,Valencia,LaLiga,Lazio,Serie A,20000000.0,-1,Forward,1974,26
471,2000,Gerard López,Valencia,LaLiga,FC Barcelona,LaLiga,19000000.0,-1,Midfielder,1979,21
472,2000,Shabani Nonda,Stade Rennais,Ligue 1,Monaco,Ligue 1,18000000.0,-1,Forward,1977,23
473,2000,Robbie Keane,Coventry,Premier League,Inter,Serie A,17000000.0,-1,Forward,1980,20
475,2000,Émerson,Bay. Leverkusen,Bundesliga,AS Roma,Serie A,16000000.0,-1,Midfielder,1976,24
477,2000,Angelo Peruzzi,Inter,Serie A,Lazio,Serie A,16000000.0,-1,Goalkeeper,1970,30
478,2000,Diego Tristán,RCD Mallorca,LaLiga,Dep. La Coruña,LaLiga,15000000.0,-1,Forward,1976,24
479,2000,Fernando Redondo,Real Madrid,LaLiga,Milan,Serie A,15000000.0,-1,Midfielder,1969,31
480,2000,Sylvain Wiltord,G. Bordeaux,Ligue 1,Arsenal,Premier League,15000000.0,-1,Forward,1974,26
482,2000,Sérgio Conceição,Lazio,Serie A,AC Parma,Serie A,15000000.0,-1,Defender,1975,25
485,2000,Francisco Farinós,Valencia,LaLiga,Inter,Serie A,14000000.0,-1,Midfielder,1978,22
487,2000,Francis Jeffers,Everton,Premier League,Arsenal,Premier League,13000000.0,-1,Forward,1981,19
488,2000,Emmanuel Petit,Arsenal,Premier League,FC Barcelona,LaLiga,13000000.0,-1,Midfielder,1970,30
490,2000,Catanha,Málaga CF,LaLiga,Celta de Vigo,LaLiga,12000000.0,-1,Forward,1972,28
491,2000,Claude Makélélé,Celta de Vigo,LaLiga,Real Madrid,LaLiga,12000000.0,-1,Midfielder,1973,27
493,2000,Ugo Ehiogu,Aston Villa,Premier League,Middlesbrough,Premier League,10000000.0,-1,Defender,1976,24
495,2000,Fabien Barthez,Monaco,Ligue 1,Man Utd,Premier League,10000000.0,-1,Goalkeeper,1971,29
496,2000,Stéphane Dalmat,Marseille,Ligue 1,Paris SG,Ligue 1,9000000.0,-1,Midfielder,1979,21
497,2000,Laurén,RCD Mallorca,LaLiga,Arsenal,Premier League,9000000.0,-1,Defender,1977,23
498,2000,Stéphane Porato,Marseille,Ligue 1,Monaco,Ligue 1,9000000.0,-1,Goalkeeper,1973,27
499,2000,Olivier Dacourt,Lens,Ligue 1,Leeds,Premier League,9000000.0,-1,Midfielder,1974,26
500,2000,Pedro Munitis,Racing,LaLiga,Real Madrid,LaLiga,9000000.0,-1,Forward,1975,25
502,2000,Robert Pirès,Marseille,Ligue 1,Arsenal,Premier League,8000000.0,-1,Midfield,1974,26
505,2000,Pauleta,Dep. La Coruña,LaLiga,G. Bordeaux,Ligue 1,8000000.0,-1,Forward,1973,27
506,2000,Christian Ziege,Middlesbrough,Premier League,Liverpool,Premier League,8000000.0,-1,Midfield,1972,28
507,2000,Nick Barmby,Everton,Premier League,Liverpool,Premier League,8000000.0,-1,Midfield,1974,26
509,2000,Marc-Vivien Foé,West Ham,Premier League,Olympique Lyon,Ligue 1,8000000.0,-1,Midfielder,1992,8
510,2000,Christian Karembeu,Real Madrid,LaLiga,Middlesbrough,Premier League,7000000.0,-1,Midfielder,1971,29
512,2000,Mario Stanic,AC Parma,Serie A,Chelsea,Premier League,7000000.0,-1,Defender,1972,28
514,2000,Patrick Müller,Juventus,Serie A,Olympique Lyon,Ligue 1,7000000.0,-1,Defender,1977,23
516,2000,Sabri Lamouchi,Monaco,Ligue 1,AC Parma,Serie A,7000000.0,-1,Midfielder,1972,28
517,2000,Willy Sagnol,Monaco,Ligue 1,Bayern Munich ,Bundesliga,6000000.0,-1,Defender,1977,23
519,2000,Sunday Oliseh,Juventus,Serie A,Bor. Dortmund,Bundesliga,6000000.0,-1,Midfielder,1974,26
520,2000,Bruno Cirillo,Reggina,Serie A,Inter,Serie A,6000000.0,-1,Defender,1977,23
521,2000,Dino Baggio,AC Parma,Serie A,Lazio,Serie A,6000000.0,-1,Midfielder,1971,29
523,2000,David Sesa,Lecce,Serie A,SSC Napoli,Serie A,6000000.0,-1,Forward,1973,27
524,2000,Dominic Matteo,Liverpool,Premier League,Leeds,Premier League,6000000.0,-1,Defender,1974,26
526,2000,Jovan Stankovic,RCD Mallorca,LaLiga,Marseille,Ligue 1,6000000.0,-1,Midfield,1971,29
529,2000,Émerson Thome,Chelsea,Premier League,Sunderland,Premier League,6000000.0,-1,Defender,1972,28
533,2000,Alex Nyarko,Lens,Ligue 1,Everton,Premier League,5000000.0,-1,Defender,1974,26
536,2000,César Sánchez,Real Valladolid,LaLiga,Real Madrid,LaLiga,5000000.0,-1,Goalkeeper,1971,29
538,2000,Milan Rapaic,Perugia,Serie A,Fenerbahce,Süper Lig,5000000.0,-1,Midfield,1973,27
540,2000,Frédéric Déhu,FC Barcelona,LaLiga,Paris SG,Ligue 1,5000000.0,-1,Defender,1973,27
541,2000,Esteban Fuertes,Derby,Premier League,Lens,Ligue 1,5000000.0,-1,Forward,1973,27
542,2000,Alain Goma,Newcastle,Premier League,Fulham,First Division,5000000.0,-1,Defender,1972,28
543,2000,Zé Elias,Bologna,Serie A,Olympiacos,A' Ethniki,5000000.0,-1,Midfielder,1976,24
544,2000,Frédéric Kanouté,Olympique Lyon,Ligue 1,West Ham,Premier League,5000000.0,-1,Forward,1977,23
545,2000,Paulo Wanchope,West Ham,Premier League,Man City,Premier League,5000000.0,-1,Forward,1976,24
547,2000,Duncan Ferguson,Newcastle,Premier League,Everton,Premier League,4000000.0,-1,Forward,1972,28
549,2000,Didier Domi,Newcastle,Premier League,Paris SG,Ligue 1,4000000.0,-1,Defender,1978,22
551,2000,Haim Revivo,Celta de Vigo,LaLiga,Fenerbahce,Süper Lig,4000000.0,-1,Midfielder,1972,28
552,2000,Vratislav Gresko,Bay. Leverkusen,Bundesliga,Inter,Serie A,4000000.0,-1,Defender,1977,23
555,2000,Roberto Ayala,Milan,Serie A,Valencia,LaLiga,4000000.0,-1,Defender,1973,27
558,2000,Alessandro Pistone,Newcastle,Premier League,Everton,Premier League,4000000.0,-1,Defender,1975,25
559,2000,Bernard Diomède,AJ Auxerre,Ligue 1,Liverpool,Premier League,4000000.0,-1,Forward,1974,26
560,2000,Kennet Andersson,Bologna,Serie A,Fenerbahce,Süper Lig,4000000.0,-1,Forward,1967,33
561,2000,Richard Dunne,Everton,Premier League,Man City,Premier League,4000000.0,-1,Defender,1979,21
562,2000,Joseph-Désiré Job,Lens,Ligue 1,Middlesbrough,Premier League,4000000.0,-1,Forward,1978,22
563,2000,David Johnson,Ipswich,Premier League,Nottm Forest,First Division,4000000.0,-1,Forward,1976,24
564,2000,David Thompson,Liverpool,Premier League,Coventry,Premier League,4000000.0,-1,Midfield,1977,23
566,2000,Sergio Ballesteros,Rayo Vallecano,LaLiga,Villarreal,LaLiga,3000000.0,-1,Defender,1975,25
567,2000,Jörg Heinrich,Fiorentina,Serie A,Bor. Dortmund,Bundesliga,3000000.0,-1,Defender,1970,30
569,2000,Pascal Nouma,Lens,Ligue 1,Besiktas,Süper Lig,3000000.0,-1,Forward,1972,28
570,2000,Richard Dutruel,Celta de Vigo,LaLiga,FC Barcelona,LaLiga,3000000.0,-1,Goalkeeper,1973,27
572,2000,Adrian Mutu,Inter,Serie A,Hellas Verona,Serie A,3000000.0,-1,Forward,1979,21
573,2000,Darren Huckerby,Leeds,Premier League,Man City,Premier League,3000000.0,-1,Defender,1976,24
577,2000,Steve Watson,Aston Villa,Premier League,Everton,Premier League,3000000.0,-1,Midfield,1974,26
578,2000,Alf-Inge Haaland,Leeds,Premier League,Man City,Premier League,3000000.0,-1,Midfielder,1973,27
579,2000,Don Hutchison,Everton,Premier League,Sunderland,Premier League,3000000.0,-1,Midfielder,1971,29
581,2000,David Hopkin,Leeds,Premier League,Bradford,Premier League,3000000.0,-1,Midfield,1970,30
582,2000,Antoine Sibierski,FC Nantes,Ligue 1,Lens,Ligue 1,3000000.0,-1,Midfielder,1974,26
583,2000,Thomas Gravesen,Hamburger SV,Bundesliga,Everton,Premier League,3000000.0,-1,Midfielder,1976,24
584,2000,Stephen Hughes,Arsenal,Premier League,Everton,Premier League,3000000.0,-1,Midfielder,1976,24
585,2000,Marc Wilmots,FC Schalke 04,Bundesliga,G. Bordeaux,Ligue 1,3000000.0,-1,Midfielder,1969,31
587,2000,Didier Deschamps,Chelsea,Premier League,Valencia,LaLiga,3000000.0,-1,Midfielder,1969,31
589,2000,Alen Boksic,Lazio,Serie A,Middlesbrough,Premier League,3000000.0,-1,Forward,1970,30
591,2000,Titi Camara,Liverpool,Premier League,West Ham,Premier League,2000000.0,-1,Forward,1973,27
594,2000,Louis Saha,FC Metz,Ligue 1,Fulham,First Division,2000000.0,-1,Forward,1978,22
595,2000,Danny Higginbotham,Man Utd,Premier League,Derby,Premier League,2000000.0,-1,Defender,1979,21
602,2000,Noel Whelan,Coventry,Premier League,Middlesbrough,Premier League,2000000.0,-1,Forward,1975,25
603,2000,Dmitri Alenichev,AS Roma,Serie A,FC Porto,Liga NOS,2000000.0,-1,Midfielder,1973,27
604,2000,Andrew O'Brien,Bradford,Premier League,Newcastle,Premier League,2000000.0,-1,Defender,1979,21
610,2000,Pierre Deblock,CS Sedan,Ligue 1,AJ Auxerre,Ligue 1,2000000.0,-1,Midfield,1973,27
611,2000,John Collins,Everton,Premier League,Fulham,First Division,2000000.0,-1,Midfield,1968,32
612,2000,Manuel Canabal,Real Madrid,LaLiga,Málaga CF,LaLiga,2000000.0,-1,Forward,1975,25
613,2000,Gabriel Schürrer,Dep. La Coruña,LaLiga,UD Las Palmas,LaLiga,2000000.0,-1,Defender,1971,29
618,2000,Henning Berg,Man Utd,Premier League,Blackburn,First Division,2000000.0,-1,Defender,1969,31
628,2000,Cédric Roussel,Coventry,Premier League,Wolves,First Division,2000000.0,-1,Forward,1978,22
629,2000,Ciriaco Sforza,1.FC K'lautern,Bundesliga,Bayern Munich ,Bundesliga,2000000.0,-1,Midfielder,1970,30
633,2000,John Curtis,Man Utd,Premier League,Blackburn,First Division,2000000.0,-1,Defender,1978,22
635,2000,David Hopkin,Bradford,Premier League,Crystal Palace,First Division,2000000.0,-1,Midfield,1970,30
636,2000,Paul Robinson,Newcastle,Premier League,Wimbledon FC,First Division,2000000.0,-1,Forward,1979,21
637,2000,Pascal Ojigwe,1. FC Köln,Bundesliga,Bay. Leverkusen,Bundesliga,1000000.0,-1,Midfielder,1977,23
639,2000,Chris Makin,Sunderland,Premier League,Ipswich,Premier League,1000000.0,-1,Defender,1973,27
641,2000,Francesc Arnau,FC Barcelona,LaLiga,Málaga CF,LaLiga,1000000.0,-1,Goalkeeper,1975,25
644,2000,David Healy,Man Utd,Premier League,Preston,First Division,1000000.0,-1,Forward,1979,21
645,2000,Espen Baardsen,Spurs,Premier League,Watford,First Division,1000000.0,-1,Goalkeeper,1978,22
647,2000,Slavisa Jokanovic,Dep. La Coruña,LaLiga,Chelsea,Premier League,1000000.0,-1,Midfielder,1968,32
648,2000,José Amavisca,Racing,LaLiga,Dep. La Coruña,LaLiga,1000000.0,-1,Midfield,1971,29
651,2000,Sergej Barbarez,Bor. Dortmund,Bundesliga,Hamburger SV,Bundesliga,1000000.0,-1,Forward,1971,29
652,2000,Paulo Sousa,Inter,Serie A,Panathinaikos,A' Ethniki,1000000.0,-1,Midfielder,1970,30
656,2000,Darren Holloway,Sunderland,Premier League,Wimbledon FC,First Division,1000000.0,-1,Defender,1977,23
659,2000,Dean Windass,Bradford,Premier League,Middlesbrough,Premier League,1000000.0,-1,Forward,1969,31
665,2000,Salva Ballesta,Racing,LaLiga,Atlético Madrid,2ª División,1000000.0,-1,Forward,1975,25
667,2000,Daniel Sjölund,West Ham,Premier League,Liverpool,Premier League,1000000.0,-1,Midfielder,1983,17
670,2000,Mario Haas,R. Strasbourg,Ligue 1,Sturm Graz,Bundesliga,1000000.0,-1,Forward,1974,26
671,2000,Juan Esnáider,Juventus,Serie A,Real Zaragoza,LaLiga,1000000.0,-1,Forward,1973,27
672,2000,Laurent Charvet,Newcastle,Premier League,Man City,Premier League,1000000.0,-1,Defender,1973,27
674,2000,Paul Butler,Sunderland,Premier League,Wolves,First Division,1000000.0,-1,Defender,1973,27
677,2000,Luca Saudati,Milan,Serie A,Perugia,Serie A,1000000.0,-1,Forward,1979,21
681,2000,Matías Almeyda,Lazio,Serie A,AC Parma,Serie A,1000000.0,-1,Midfielder,1974,26
682,2000,Temur Ketsbaia,Newcastle,Premier League,Wolves,First Division,1000000.0,-1,Defender,1968,32
683,2000,Lee Mills,Bradford,Premier League,Portsmouth,First Division,1000000.0,-1,Forward,1970,30
684,2000,Stefano Lombardi,SSC Napoli,Serie A,Lazio,Serie A,1000000.0,-1,Defender,1976,24
688,2000,Olivier Echouafni,R. Strasbourg,Ligue 1,Stade Rennais,Ligue 1,1000000.0,-1,Midfielder,1972,28
689,2000,Ruud Hesp,FC Barcelona,LaLiga,Fortuna Sittard,KPN Eredivisie,1000000.0,-1,Goalkeeper,1966,34
692,2000,Patrik Jezek,Austria Vienna,Bundesliga,FC Tirol,Bundesliga,1000000.0,-1,Midfield,1977,23
695,2000,Tomasz Klos,AJ Auxerre,Ligue 1,1.FC K'lautern,Bundesliga,990000.0,-1,Defender,1973,27
698,2000,Kubilay Türkyilmaz,Brescia,Serie A,FC Lugano,Nationalliga A,929000.0,-1,Forward,1967,33
700,2000,Raphael Wicky,Werder Bremen,Bundesliga,Atlético Madrid,2ª División,900000.0,-1,Midfielder,1977,23
701,2000,Gary McAllister,Coventry,Premier League,Liverpool,Premier League,900000.0,-1,Midfielder,1965,35
703,2000,Fabian Ernst,Hamburger SV,Bundesliga,Werder Bremen,Bundesliga,900000.0,-1,Midfielder,1979,21
707,2000,Massimo Oddo,Milan,Serie A,Hellas Verona,Serie A,900000.0,-1,Defender,1976,24
711,2000,Stefano Lombardi,Inter,Serie A,Perugia,Serie A,900000.0,-1,Defender,1976,24
713,2000,Bjarne Goldbaek,Chelsea,Premier League,Fulham,First Division,878000.0,-1,Midfielder,1968,32
715,2000,Dimitrios Grammozis,Hamburger SV,Bundesliga,1.FC K'lautern,Bundesliga,810000.0,-1,Midfielder,1978,22
716,2000,Tal Banin,Brescia,Serie A,M. Tel Aviv,Ligat ha'Al,810000.0,-1,Midfielder,1971,29
720,2000,Miran Pavlin,SC Freiburg,Bundesliga,FC Porto,Liga NOS,810000.0,-1,Midfielder,1971,29
730,2000,Ali Günes,SC Freiburg,Bundesliga,Fenerbahce,Süper Lig,690000.0,-1,Midfielder,1979,21
731,2000,Gert Claessens,Real Oviedo,LaLiga,Vitesse,KPN Eredivisie,689000.0,-1,Midfield,1972,28
732,2000,Jens Keller,VfB Stuttgart,Bundesliga,1. FC Köln,Bundesliga,675000.0,-1,Defender,1971,29
733,2000,Andreas Neuendorf,Hertha BSC,Bundesliga,Bay. Leverkusen,Bundesliga,675000.0,-1,Midfielder,1975,25
735,2000,Brian O'Neil,VfL Wolfsburg,Bundesliga,Derby,Premier League,675000.0,-1,Defender,1972,28
739,2000,Stefano Lombardi,Lazio,Serie A,Inter,Serie A,675000.0,-1,Defender,1976,24
740,2000,Torben Hoffmann,Bay. Leverkusen,Bundesliga,1860 Munich,Bundesliga,675000.0,-1,Defender,1975,25
743,2000,Iain Anderson,Toulouse,Ligue 1,Preston,First Division,675000.0,-1,Defender,1977,23
744,2000,Mehdi Nafti,Toulouse,Ligue 1,Racing,LaLiga,675000.0,-1,Midfielder,1979,21
745,2000,Alun Armstrong,Middlesbrough,Premier League,Ipswich,Premier League,675000.0,-1,Forward,1975,25
748,2000,Phil Gilchrist,Leicester,Premier League,West Brom,First Division,675000.0,-1,Defender,1973,27
751,2000,Youl Mawéné,Lens,Ligue 1,Derby,Premier League,630000.0,-1,Defender,1979,21
752,2000,Cristian Brocchi,Hellas Verona,Serie A,Inter,Serie A,630000.0,-1,Midfielder,1976,24
755,2000,Sébastien Schemmel,FC Metz,Ligue 1,West Ham,Premier League,630000.0,-1,Defender,1975,25
759,2000,Robert Molenaar,Leeds,Premier League,Bradford,Premier League,612000.0,-1,Defender,1969,31
764,2000,Grégory Paisley,Paris SG,Ligue 1,Stade Rennais,Ligue 1,527000.0,-1,Defender,1977,23
765,2000,Ilija Aracic,Hertha BSC,Bundesliga,Arm. Bielefeld,2. Bundesliga,522000.0,-1,Forward,1971,29
766,2000,Isaiah Rankin,Bradford,Premier League,Barnsley FC,First Division,495000.0,-1,Forward,1978,22
768,2000,Dean Sturridge,Derby,Premier League,Leicester,Premier League,477000.0,-1,Forward,1973,27
769,2000,Paolo Vernazza,Arsenal,Premier League,Watford,First Division,473000.0,-1,Midfielder,1980,20
772,2000,Achim Weber,VfL Bochum,Bundesliga,RW Oberhausen,2. Bundesliga,450000.0,-1,Forward,1969,31
773,2000,Vladimir But,Bor. Dortmund,Bundesliga,SC Freiburg,Bundesliga,450000.0,-1,Midfielder,1977,23
775,2000,Zoran Mamic,Bay. Leverkusen,Bundesliga,VfL Bochum,Bundesliga,450000.0,-1,Defender,1971,29
777,2000,Anthony Basso,AJ Auxerre,Ligue 1,Udinese,Serie A,450000.0,-1,Goalkeeper,1979,21
778,2000,Pape Malick Diop,R. Strasbourg,Ligue 1,Xamax,Auf-/Abstiegsrunde NLA/NLB,450000.0,-1,Defender,1975,25
785,2000,Ferenc Horváth,Energie Cottbus,Bundesliga,M. Tel Aviv,Ligat ha'Al,405000.0,-1,Forward,1973,27
791,2000,Mido,Zamalek,Premier League,KAA Gent,Jupiler Pro League,378000.0,-1,Forward,1983,17
797,2000,Stig Inge Björnebye,Liverpool,Premier League,Blackburn,First Division,360000.0,-1,Defender,1970,30
798,2000,Jacek Chanko,Werder Bremen,Bundesliga,Pogon Szczecin,I Liga,360000.0,-1,Defender,1974,26
805,2000,Colin Hendry,Coventry,Premier League,Bolton,First Division,338000.0,-1,Defender,1966,34
808,2000,Samuel Koejoe,Wüstenrot Sbg,Bundesliga,QPR,First Division,315000.0,-1,Forward,1974,26
809,2000,Mikkel Beck,Derby,Premier League,LOSC Lille,Ligue 1,315000.0,-1,Forward,1973,27
813,2000,Najwan Ghrayib,Aston Villa,Premier League,Hapoel Haifa,Ligat ha'Al,284000.0,-1,Defender,1974,26
814,2000,Carl Tiler,Charlton,Premier League,Portsmouth,First Division,281000.0,-1,Defender,1970,30
827,2000,Sören Seidel,Werder Bremen,Bundesliga,MSV Duisburg,2. Bundesliga,230000.0,-1,Midfielder,1973,27
828,2000,Craig Harrison,Middlesbrough,Premier League,Crystal Palace,First Division,225000.0,-1,Defender,1978,22
835,2000,Dzoni Novak,CS Sedan,Ligue 1,Unterhaching,Bundesliga,225000.0,-1,Midfield,1969,31
836,2000,Jochen Seitz,Unterhaching,Bundesliga,VfB Stuttgart,Bundesliga,225000.0,-1,Forward,1977,23
837,2000,Mitch Ward,Everton,Premier League,Barnsley FC,First Division,225000.0,-1,Midfielder,1971,29
841,2000,Dirk Flock,Werder Bremen,Bundesliga,Arm. Bielefeld,2. Bundesliga,207000.0,-1,Midfield,1972,28
842,2000,Detlev Dammeier,VfL Wolfsburg,Bundesliga,Arm. Bielefeld,2. Bundesliga,207000.0,-1,Midfielder,1969,31
847,2001,Zinédine Zidane,Juventus,Serie A,Real Madrid,LaLiga,69000000.0,-1,Midfielder,1972,29
848,2001,Gianluigi Buffon,AC Parma,Serie A,Juventus,Serie A,47000000.0,-1,Goalkeeper,1978,23
849,2001,Gaizka Mendieta,Valencia,LaLiga,Lazio,Serie A,43000000.0,-1,Midfield,1974,27
850,2001,Juan Sebastián Verón,Lazio,Serie A,Man Utd,Premier League,38000000.0,-1,Midfielder,1975,26
851,2001,Rui Costa,Fiorentina,Serie A,Milan,Serie A,37000000.0,-1,Midfielder,1972,29
852,2001,Lilian Thuram,AC Parma,Serie A,Juventus,Serie A,32000000.0,-1,Defender,1972,29
853,2001,Filippo Inzaghi,Juventus,Serie A,Milan,Serie A,32000000.0,-1,Forward,1973,28
856,2001,Hidetoshi Nakata,AS Roma,Serie A,AC Parma,Serie A,25000000.0,-1,Midfielder,1977,24
857,2001,Francesco Toldo,Fiorentina,Serie A,Inter,Serie A,23000000.0,-1,Goalkeeper,1972,29
858,2001,Jaap Stam,Man Utd,Premier League,Lazio,Serie A,23000000.0,-1,Defender,1972,29
859,2001,Márcio Amoroso,AC Parma,Serie A,Bor. Dortmund,Bundesliga,22000000.0,-1,Forward,1974,27
860,2001,Stefano Fiore,Udinese,Serie A,Lazio,Serie A,22000000.0,-1,Midfielder,1975,26
861,2001,Marcelo Salas,Lazio,Serie A,Juventus,Serie A,22000000.0,-1,Forward,1975,26
862,2001,Robbie Keane,Inter,Serie A,Leeds,Premier League,16000000.0,-1,Forward,1980,21
863,2001,Sérgio Conceição,AC Parma,Serie A,Inter,Serie A,16000000.0,-1,Defender,1975,26
864,2001,Sergio,Espanyol,LaLiga,Dep. La Coruña,LaLiga,16000000.0,-1,Midfielder,1977,24
865,2001,Steve Marlet,Olympique Lyon,Ligue 1,Fulham,Premier League,15000000.0,-1,Forward,1974,27
866,2001,Andrea Pirlo,Inter,Serie A,Milan,Serie A,15000000.0,-1,Midfielder,1979,22
867,2001,Philippe Christanval,Monaco,Ligue 1,FC Barcelona,LaLiga,15000000.0,-1,Defender,1978,23
868,2001,Robbie Fowler,Liverpool,Premier League,Leeds,Premier League,15000000.0,-1,Forward,1975,26
869,2001,Frank Lampard,West Ham,Premier League,Chelsea,Premier League,14000000.0,-1,Midfielder,1978,23
870,2001,Frank Lampard,West Ham,Premier League,Chelsea,Premier League,14000000.0,-1,Midfielder,1978,23
871,2001,Cristian Zenoni,Milan,Serie A,Juventus,Serie A,13000000.0,-1,Defender,1977,24
872,2001,Darko Kovacevic,Lazio,Serie A,Real Sociedad,LaLiga,13000000.0,-1,Forward,1974,27
873,2001,Massimo Donati,Atalanta,Serie A,Milan,Serie A,13000000.0,-1,Midfielder,1981,20
874,2001,Evanilson,Bor. Dortmund,Bundesliga,AC Parma,Serie A,13000000.0,-1,Defender,1975,26
875,2001,Jonathan Bachini,Juventus,Serie A,AC Parma,Serie A,13000000.0,-1,Midfield,1975,26
877,2001,Darko Kovacevic,Juventus,Serie A,Lazio,Serie A,13000000.0,-1,Forward,1974,27
878,2001,Laurent Robert,Paris SG,Ligue 1,Newcastle,Premier League,12000000.0,-1,Forward,1975,26
879,2001,Ivan Pelizzoli,Atalanta,Serie A,AS Roma,Serie A,12000000.0,-1,Goalkeeper,1981,20
881,2001,Fabio Liverani,Perugia,Serie A,Lazio,Serie A,11000000.0,-1,Midfielder,1976,25
882,2001,Simão,FC Barcelona,LaLiga,Benfica,Liga NOS,11000000.0,-1,Forward,1980,21
